dataset,split,budget,rep,features,probe,score,k,alpha,nonmonotone
synthetic,1,1000,0,spectral-gibbs,linear,0.16643077620018576,4,0.5,False
synthetic,1,1000,0,spectral-gibbs,xgb,0.36037316175967105,4,0.5,False
synthetic,1,1000,0,conditional,linear,0.17814399894875876,4,0.5,False
synthetic,1,1000,0,conditional,xgb,0.37186395210761547,4,0.5,False
synthetic,1,1000,0,raw+pca,xgb,0.632214044824605,4,0.5,False
synthetic,1,1000,0,raw+spectral-gibbs,xgb,0.6479569967418342,4,0.5,False
synthetic,1,1000,0,raw+conditional,xgb,0.6507191237323211,4,0.5,False
synthetic,1,1000,1,raw,linear,0.3795047851382657,4,0.5,False
synthetic,1,1000,1,raw,xgb,0.6377910880406963,4,0.5,False
synthetic,1,1000,1,pca,linear,0.16794860047349636,4,0.5,False
synthetic,1,1000,1,pca,xgb,0.3419509495050014,4,0.5,False
synthetic,1,1000,1,spectral-marginal,linear,0.16856748727904058,4,0.5,False
synthetic,1,1000,1,spectral-marginal,xgb,0.35642534587185426,4,0.5,False
synthetic,1,1000,1,spectral-gibbs,linear,0.16847376362991828,4,0.5,False
synthetic,1,1000,1,spectral-gibbs,xgb,0.34839288987909045,4,0.5,False
synthetic,1,1000,1,conditional,linear,0.18609887676513415,4,0.5,False
synthetic,1,1000,1,conditional,xgb,0.36509004000393275,4,0.5,False
synthetic,1,1000,1,raw+pca,xgb,0.6345400660201417,4,0.5,False
synthetic,1,1000,1,raw+spectral-gibbs,xgb,0.6494054555164681,4,0.5,False
synthetic,1,1000,1,raw+conditional,xgb,0.648369842846952,4,0.5,False
synthetic,1,1000,2,raw,linear,0.40034395850642457,4,0.5,False
synthetic,1,1000,2,raw,xgb,0.6477888691212075,4,0.5,False
synthetic,1,1000,2,pca,linear,0.1719768169686956,4,0.5,False
synthetic,1,1000,2,pca,xgb,0.3640335787830321,4,0.5,False
synthetic,1,1000,2,spectral-marginal,linear,0.17261180083245353,4,0.5,False
synthetic,1,1000,2,spectral-marginal,xgb,0.3627723601093832,4,0.5,False
synthetic,1,1000,2,spectral-gibbs,linear,0.17256820585582244,4,0.5,False
synthetic,1,1000,2,spectral-gibbs,xgb,0.3597672142590205,4,0.5,False
synthetic,1,1000,2,conditional,linear,0.19353023872756836,4,0.5,False
synthetic,1,1000,2,conditional,xgb,0.38009715472458594,4,0.5,False
synthetic,1,1000,2,raw+pca,xgb,0.6685889307559687,4,0.5,False
synthetic,1,1000,2,raw+spectral-gibbs,xgb,0.6602750896323946,4,0.5,False
synthetic,1,1000,2,raw+conditional,xgb,0.6651092034491912,4,0.5,False
synthetic,1,1000,3,raw,linear,0.394937010926909,4,0.5,False
synthetic,1,1000,3,raw,xgb,0.632819685123255,4,0.5,False
synthetic,1,1000,3,pca,linear,0.18064539576150584,4,0.5,False
synthetic,1,1000,3,pca,xgb,0.37625054207109687,4,0.5,False
synthetic,1,1000,3,spectral-marginal,linear,0.18126725036276847,4,0.5,False
synthetic,1,1000,3,spectral-marginal,xgb,0.3733235336452809,4,0.5,False
synthetic,1,1000,3,spectral-gibbs,linear,0.18110781486528815,4,0.5,False
synthetic,1,1000,3,spectral-gibbs,xgb,0.36675677524268036,4,0.5,False
synthetic,1,1000,3,conditional,linear,0.2044743181618659,4,0.5,False
synthetic,1,1000,3,conditional,xgb,0.37908983081684133,4,0.5,False
synthetic,1,1000,3,raw+pca,xgb,0.6438731750727411,4,0.5,False
synthetic,1,1000,3,raw+spectral-gibbs,xgb,0.6459006834314359,4,0.5,False
synthetic,1,1000,3,raw+conditional,xgb,0.6568523793777923,4,0.5,False
synthetic,1,1000,4,raw,linear,0.3888334470650723,4,0.5,False
synthetic,1,1000,4,raw,xgb,0.64206392906647,4,0.5,False
synthetic,1,1000,4,pca,linear,0.17699659774970677,4,0.5,False
synthetic,1,1000,4,pca,xgb,0.33730143396353796,4,0.5,False
synthetic,1,1000,4,spectral-marginal,linear,0.17779403266098714,4,0.5,False
synthetic,1,1000,4,spectral-marginal,xgb,0.3714326410587061,4,0.5,False
synthetic,1,1000,4,spectral-gibbs,linear,0.17772072896886204,4,0.5,False
synthetic,1,1000,4,spectral-gibbs,xgb,0.36707540720284226,4,0.5,False
synthetic,1,1000,4,conditional,linear,0.19103743149607189,4,0.5,False
synthetic,1,1000,4,conditional,xgb,0.3835352931737386,4,0.5,False
synthetic,1,1000,4,raw+pca,xgb,0.6496761300577722,4,0.5,False
synthetic,1,1000,4,raw+spectral-gibbs,xgb,0.6526077651954898,4,0.5,False
synthetic,1,1000,4,raw+conditional,xgb,0.66162148440078,4,0.5,False
synthetic,2,50,0,raw,linear,0.24070925214547734,4,0.5,False
synthetic,2,50,0,raw,xgb,0.2217572695968889,4,0.5,False
synthetic,2,50,0,pca,linear,0.13633628793010522,4,0.5,False
synthetic,2,50,0,pca,xgb,-0.021170394065148868,4,0.5,False
synthetic,2,50,0,spectral-marginal,linear,0.13887642910869502,4,0.5,False
synthetic,2,50,0,spectral-marginal,xgb,0.029004437976880015,4,0.5,False
synthetic,2,50,0,spectral-gibbs,linear,0.14144227498544426,4,0.5,False
synthetic,2,50,0,spectral-gibbs,xgb,-0.017579373197341264,4,0.5,False
synthetic,2,50,0,conditional,linear,0.11035823094302522,4,0.5,False
synthetic,2,50,0,conditional,xgb,0.09804800771652722,4,0.5,False
synthetic,2,50,0,raw+pca,xgb,0.2372301313138564,4,0.5,False
synthetic,2,50,0,raw+spectral-gibbs,xgb,0.1862423919632079,4,0.5,False
synthetic,2,50,0,raw+conditional,xgb,0.2156032365185785,4,0.5,False
synthetic,2,50,1,raw,linear,0.17013921158683776,4,0.5,False
synthetic,2,50,1,raw,xgb,0.12096119628177215,4,0.5,False
synthetic,2,50,1,pca,linear,0.15887503090299815,4,0.5,False
synthetic,2,50,1,pca,xgb,-0.04369724446050993,4,0.5,False
synthetic,2,50,1,spectral-marginal,linear,0.15504649042091123,4,0.5,False
synthetic,2,50,1,spectral-marginal,xgb,0.0015942121112090257,4,0.5,False
synthetic,2,50,1,spectral-gibbs,linear,0.15692869357725003,4,0.5,False
synthetic,2,50,1,spectral-gibbs,xgb,-0.04161508059634689,4,0.5,False
synthetic,2,50,1,conditional,linear,0.13899295149057833,4,0.5,False
synthetic,2,50,1,conditional,xgb,0.041944790515506924,4,0.5,False
synthetic,2,50,1,raw+pca,xgb,0.14117009827374682,4,0.5,False
synthetic,2,50,1,raw+spectral-gibbs,xgb,0.16116706439227035,4,0.5,False
synthetic,2,50,1,raw+conditional,xgb,0.11565168076275045,4,0.5,False
synthetic,2,50,2,raw,linear,0.2166985554469697,4,0.5,False
synthetic,2,50,2,raw,xgb,0.3683890611942521,4,0.5,False
synthetic,2,50,2,pca,linear,0.14030466746250392,4,0.5,False
synthetic,2,50,2,pca,xgb,0.03234083211993821,4,0.5,False
synthetic,2,50,2,spectral-marginal,linear,0.1499917323101353,4,0.5,False
synthetic,2,50,2,spectral-marginal,xgb,0.005349947170481872,4,0.5,False
synthetic,2,50,2,spectral-gibbs,linear,0.14158902817964725,4,0.5,False
synthetic,2,50,2,spectral-gibbs,xgb,-0.03674656887557459,4,0.5,False
synthetic,2,50,2,conditional,linear,0.13517716111414535,4,0.5,False
synthetic,2,50,2,conditional,xgb,0.0958804650442664,4,0.5,False
synthetic,2,50,2,raw+pca,xgb,0.37261955401594826,4,0.5,False
synthetic,2,50,2,raw+spectral-gibbs,xgb,0.37591639996395254,4,0.5,False
synthetic,2,50,2,raw+conditional,xgb,0.37011130248520063,4,0.5,False
synthetic,2,50,3,raw,linear,0.22673389723535908,4,0.5,False
synthetic,2,50,3,raw,xgb,0.28147538778376924,4,0.5,False
synthetic,2,50,3,pca,linear,0.14855369941088203,4,0.5,False
synthetic,2,50,3,pca,xgb,0.16468334095336312,4,0.5,False
synthetic,2,50,3,spectral-marginal,linear,0.14931872998159412,4,0.5,False
synthetic,2,50,3,spectral-marginal,xgb,0.10812694695359182,4,0.5,False
synthetic,2,50,3,spectral-gibbs,linear,0.15006591111269818,4,0.5,False
synthetic,2,50,3,spectral-gibbs,xgb,0.08547447679792419,4,0.5,False
synthetic,2,50,3,conditional,linear,0.13035132267623228,4,0.5,False
synthetic,2,50,3,conditional,xgb,0.09633912231361452,4,0.5,False
synthetic,2,50,3,raw+pca,xgb,0.2704020526113948,4,0.5,False
synthetic,2,50,3,raw+spectral-gibbs,xgb,0.2794093137274539,4,0.5,False
synthetic,2,50,3,raw+conditional,xgb,0.23380546623042864,4,0.5,False
synthetic,2,50,4,raw,linear,0.30505001337842186,4,0.5,False
synthetic,2,50,4,raw,xgb,0.3561821186015466,4,0.5,False
synthetic,2,50,4,pca,linear,0.09373333835227449,4,0.5,False
synthetic,2,50,4,pca,xgb,-0.13778347794449708,4,0.5,False
synthetic,2,50,4,spectral-marginal,linear,0.09041442400584021,4,0.5,False
synthetic,2,50,4,spectral-marginal,xgb,-0.04020622150160302,4,0.5,False
synthetic,2,50,4,spectral-gibbs,linear,0.09094047482331757,4,0.5,False
synthetic,2,50,4,spectral-gibbs,xgb,-0.03805566553202988,4,0.5,False
synthetic,2,50,4,conditional,linear,0.07687994422782618,4,0.5,False
synthetic,2,50,4,conditional,xgb,0.04530374310496832,4,0.5,False
synthetic,2,50,4,raw+pca,xgb,0.34017401690395976,4,0.5,False
synthetic,2,50,4,raw+spectral-gibbs,xgb,0.3481644863203267,4,0.5,False
synthetic,2,50,4,raw+conditional,xgb,0.3361958292984286,4,0.5,False
synthetic,2,100,0,raw,linear,0.35079420481247303,4,0.5,False
synthetic,2,100,0,raw,xgb,0.3324685637132324,4,0.5,False
synthetic,2,100,0,pca,linear,0.18950455308782022,4,0.5,False
synthetic,2,100,0,pca,xgb,0.08706983152111614,4,0.5,False
synthetic,2,100,0,spectral-marginal,linear,0.18977659774561328,4,0.5,False
synthetic,2,100,0,spectral-marginal,xgb,0.12695843008874974,4,0.5,False
synthetic,2,100,0,spectral-gibbs,linear,0.19078925974127592,4,0.5,False
synthetic,2,100,0,spectral-gibbs,xgb,0.15194039253721991,4,0.5,False
synthetic,2,100,0,conditional,linear,0.19385387527113251,4,0.5,False
synthetic,2,100,0,conditional,xgb,0.14005023069491018,4,0.5,False
synthetic,2,100,0,raw+pca,xgb,0.3408524972889062,4,0.5,False
synthetic,2,100,0,raw+spectral-gibbs,xgb,0.33632228041867274,4,0.5,False
synthetic,2,100,0,raw+conditional,xgb,0.3561268450044015,4,0.5,False
synthetic,2,100,1,raw,linear,0.2536297016501766,4,0.5,False
synthetic,2,100,1,raw,xgb,0.3321976921601715,4,0.5,False
synthetic,2,100,1,pca,linear,0.11731777785781927,4,0.5,False
synthetic,2,100,1,pca,xgb,0.05798281516419679,4,0.5,False
synthetic,2,100,1,spectral-marginal,linear,0.11303559810378083,4,0.5,False
synthetic,2,100,1,spectral-marginal,xgb,0.04738515919505715,4,0.5,False
synthetic,2,100,1,spectral-gibbs,linear,0.11664083689471916,4,0.5,False
synthetic,2,100,1,spectral-gibbs,xgb,0.11764945104977464,4,0.5,False
synthetic,2,100,1,conditional,linear,0.1451828001506723,4,0.5,False
synthetic,2,100,1,conditional,xgb,0.18973445044268433,4,0.5,False
synthetic,2,100,1,raw+pca,xgb,0.3244540775579948,4,0.5,False
synthetic,2,100,1,raw+spectral-gibbs,xgb,0.3538383631220221,4,0.5,False
synthetic,2,100,1,raw+conditional,xgb,0.3681528617908114,4,0.5,False
synthetic,2,100,2,raw,linear,0.37913515302771483,4,0.5,False
synthetic,2,100,2,raw,xgb,0.4424924255516085,4,0.5,False
synthetic,2,100,2,pca,linear,0.18347630434956808,4,0.5,False
synthetic,2,100,2,pca,xgb,0.13076068425655962,4,0.5,False
synthetic,2,100,2,spectral-marginal,linear,0.18713195267917926,4,0.5,False
synthetic,2,100,2,spectral-marginal,xgb,0.14458381568855538,4,0.5,False
synthetic,2,100,2,spectral-gibbs,linear,0.18686130739908602,4,0.5,False
synthetic,2,100,2,spectral-gibbs,xgb,0.17576142055323052,4,0.5,False
synthetic,2,100,2,conditional,linear,0.17125294792115953,4,0.5,False
synthetic,2,100,2,conditional,xgb,0.13825414580875528,4,0.5,False
synthetic,2,100,2,raw+pca,xgb,0.4678711601934322,4,0.5,False
synthetic,2,100,2,raw+spectral-gibbs,xgb,0.4531451651583204,4,0.5,False
synthetic,2,100,2,raw+conditional,xgb,0.41491300875663184,4,0.5,False
synthetic,2,100,3,raw,linear,0.3246151327319954,4,0.5,False
synthetic,2,100,3,raw,xgb,0.3058649165453049,4,0.5,False
synthetic,2,100,3,pca,linear,0.21044189790473022,4,0.5,False
synthetic,2,100,3,pca,xgb,0.16974314223760412,4,0.5,False
synthetic,2,100,3,spectral-marginal,linear,0.2095518966219715,4,0.5,False
synthetic,2,100,3,spectral-marginal,xgb,0.13305826117591024,4,0.5,False
synthetic,2,100,3,spectral-gibbs,linear,0.21816144419443562,4,0.5,False
synthetic,2,100,3,spectral-gibbs,xgb,0.1479238041489228,4,0.5,False
synthetic,2,100,3,conditional,linear,0.21374915481644607,4,0.5,False
synthetic,2,100,3,conditional,xgb,0.2588561796171901,4,0.5,False
synthetic,2,100,3,raw+pca,xgb,0.31273367352660664,4,0.5,False
synthetic,2,100,3,raw+spectral-gibbs,xgb,0.3082378468374297,4,0.5,False
synthetic,2,100,3,raw+conditional,xgb,0.3287505563537504,4,0.5,False
synthetic,2,100,4,raw,linear,0.3146886431921124,4,0.5,False
synthetic,2,100,4,raw,xgb,0.4020521202353351,4,0.5,False
synthetic,2,100,4,pca,linear,0.17901797468975267,4,0.5,False
synthetic,2,100,4,pca,xgb,0.12812078184556042,4,0.5,False
synthetic,2,100,4,spectral-marginal,linear,0.17877625812906217,4,0.5,False
synthetic,2,100,4,spectral-marginal,xgb,0.13741469924022298,4,0.5,False
synthetic,2,100,4,spectral-gibbs,linear,0.18046219807175012,4,0.5,False
synthetic,2,100,4,spectral-gibbs,xgb,0.1865443715337508,4,0.5,False
synthetic,2,100,4,conditional,linear,0.18364360821651715,4,0.5,False
synthetic,2,100,4,conditional,xgb,0.2113669301382609,4,0.5,False
synthetic,2,100,4,raw+pca,xgb,0.41228356962972723,4,0.5,False
synthetic,2,100,4,raw+spectral-gibbs,xgb,0.39192233030333434,4,0.5,False
synthetic,2,100,4,raw+conditional,xgb,0.40781819515365136,4,0.5,False
synthetic,2,250,0,raw,linear,0.3656161863830456,4,0.5,False
synthetic,2,250,0,raw,xgb,0.4876308641589048,4,0.5,False
synthetic,2,250,0,pca,linear,0.18099662615237644,4,0.5,False
synthetic,2,250,0,pca,xgb,0.15409310542066834,4,0.5,False
synthetic,2,250,0,spectral-marginal,linear,0.18046455724946564,4,0.5,False
synthetic,2,250,0,spectral-marginal,xgb,0.16846085827492896,4,0.5,False
synthetic,2,250,0,spectral-gibbs,linear,0.18130429142005422,4,0.5,False
synthetic,2,250,0,spectral-gibbs,xgb,0.14555903886508748,4,0.5,False
synthetic,2,250,0,conditional,linear,0.206800227739391,4,0.5,False
synthetic,2,250,0,conditional,xgb,0.20750318296499026,4,0.5,False
synthetic,2,250,0,raw+pca,xgb,0.48708654433479814,4,0.5,False
synthetic,2,250,0,raw+spectral-gibbs,xgb,0.49402180791403016,4,0.5,False
synthetic,2,250,0,raw+conditional,xgb,0.47339332942448376,4,0.5,False
synthetic,2,250,1,raw,linear,0.3573624877489242,4,0.5,False
synthetic,2,250,1,raw,xgb,0.5384371076789365,4,0.5,False
synthetic,2,250,1,pca,linear,0.14757235300195404,4,0.5,False
synthetic,2,250,1,pca,xgb,0.19473656299799058,4,0.5,False
synthetic,2,250,1,spectral-marginal,linear,0.1476667699498021,4,0.5,False
synthetic,2,250,1,spectral-marginal,xgb,0.1972951494408064,4,0.5,False
synthetic,2,250,1,spectral-gibbs,linear,0.1500806458283287,4,0.5,False
synthetic,2,250,1,spectral-gibbs,xgb,0.20803930452680552,4,0.5,False
synthetic,2,250,1,conditional,linear,0.17340530193907244,4,0.5,False
synthetic,2,250,1,conditional,xgb,0.26523037501312907,4,0.5,False
synthetic,2,250,1,raw+pca,xgb,0.5629373820186845,4,0.5,False
synthetic,2,250,1,raw+spectral-gibbs,xgb,0.5587886194586735,4,0.5,False
synthetic,2,250,1,raw+conditional,xgb,0.547834692247053,4,0.5,False
synthetic,2,250,2,raw,linear,0.3972358140207498,4,0.5,False
synthetic,2,250,2,raw,xgb,0.5093659053571837,4,0.5,False
synthetic,2,250,2,pca,linear,0.18510071528417782,4,0.5,False
synthetic,2,250,2,pca,xgb,0.19749920141602573,4,0.5,False
synthetic,2,250,2,spectral-marginal,linear,0.18518179386864653,4,0.5,False
synthetic,2,250,2,spectral-marginal,xgb,0.2131168992924778,4,0.5,False
synthetic,2,250,2,spectral-gibbs,linear,0.18612755234120604,4,0.5,False
synthetic,2,250,2,spectral-gibbs,xgb,0.21165143139602804,4,0.5,False
synthetic,2,250,2,conditional,linear,0.2128320165876545,4,0.5,False
synthetic,2,250,2,conditional,xgb,0.31314717883626586,4,0.5,False
synthetic,2,250,2,raw+pca,xgb,0.5251243211719909,4,0.5,False
synthetic,2,250,2,raw+spectral-gibbs,xgb,0.524892964318572,4,0.5,False
synthetic,2,250,2,raw+conditional,xgb,0.5329633650347836,4,0.5,False
synthetic,2,250,3,raw,linear,0.3454789189144204,4,0.5,False
synthetic,2,250,3,raw,xgb,0.48704293151629074,4,0.5,False
synthetic,2,250,3,pca,linear,0.15666440304451423,4,0.5,False
synthetic,2,250,3,pca,xgb,0.16192550634436964,4,0.5,False
synthetic,2,250,3,spectral-marginal,linear,0.15723215448769234,4,0.5,False
synthetic,2,250,3,spectral-marginal,xgb,0.17238578577792707,4,0.5,False
synthetic,2,250,3,spectral-gibbs,linear,0.1597754562613405,4,0.5,False
synthetic,2,250,3,spectral-gibbs,xgb,0.127625850265757,4,0.5,False
synthetic,2,250,3,conditional,linear,0.17195869257584318,4,0.5,False
synthetic,2,250,3,conditional,xgb,0.23151280912181116,4,0.5,False
synthetic,2,250,3,raw+pca,xgb,0.4961313590185342,4,0.5,False
synthetic,2,250,3,raw+spectral-gibbs,xgb,0.47826056190584865,4,0.5,False
synthetic,2,250,3,raw+conditional,xgb,0.4890549431208637,4,0.5,False
synthetic,2,250,4,raw,linear,0.38141033664242263,4,0.5,False
synthetic,2,250,4,raw,xgb,0.4962223108505388,4,0.5,False
synthetic,2,250,4,pca,linear,0.20916144484530308,4,0.5,False
synthetic,2,250,4,pca,xgb,0.2504386506205931,4,0.5,False
synthetic,2,250,4,spectral-marginal,linear,0.20908206729317702,4,0.5,False
synthetic,2,250,4,spectral-marginal,xgb,0.2497723477794349,4,0.5,False
synthetic,2,250,4,spectral-gibbs,linear,0.20957343069883316,4,0.5,False
synthetic,2,250,4,spectral-gibbs,xgb,0.23012536950688456,4,0.5,False
synthetic,2,250,4,conditional,linear,0.2311751434920637,4,0.5,False
synthetic,2,250,4,conditional,xgb,0.25716395717871077,4,0.5,False
synthetic,2,250,4,raw+pca,xgb,0.5158254014515455,4,0.5,False
synthetic,2,250,4,raw+spectral-gibbs,xgb,0.5074897570466037,4,0.5,False
synthetic,2,250,4,raw+conditional,xgb,0.5077682893013785,4,0.5,False
synthetic,2,1000,0,raw,linear,0.4354807866936219,4,0.5,False
synthetic,2,1000,0,raw,xgb,0.6583847323456701,4,0.5,False
synthetic,2,1000,0,pca,linear,0.21730108378016566,4,0.5,False
synthetic,2,1000,0,pca,xgb,0.3468615931912744,4,0.5,False
synthetic,2,1000,0,spectral-marginal,linear,0.2171452175820343,4,0.5,False
synthetic,2,1000,0,spectral-marginal,xgb,0.34116182587108757,4,0.5,False
synthetic,2,1000,0,spectral-gibbs,linear,0.21831033897338936,4,0.5,False
synthetic,2,1000,0,spectral-gibbs,xgb,0.35105029329879245,4,0.5,False
synthetic,2,1000,0,conditional,linear,0.23992839924675013,4,0.5,False
synthetic,2,1000,0,conditional,xgb,0.3779318590055424,4,0.5,False
synthetic,2,1000,0,raw+pca,xgb,0.6545093404922928,4,0.5,False
synthetic,2,1000,0,raw+spectral-gibbs,xgb,0.6594772663685635,4,0.5,False
synthetic,2,1000,0,raw+conditional,xgb,0.6688759792386803,4,0.5,False
synthetic,2,1000,1,raw,linear,0.428604575756922,4,0.5,False
synthetic,2,1000,1,raw,xgb,0.6624040724910609,4,0.5,False
synthetic,2,1000,1,pca,linear,0.211176783905343,4,0.5,False
synthetic,2,1000,1,pca,xgb,0.314777031912285,4,0.5,False
synthetic,2,1000,1,spectral-marginal,linear,0.21122722673293481,4,0.5,False
synthetic,2,1000,1,spectral-marginal,xgb,0.29790452157214353,4,0.5,False
synthetic,2,1000,1,spectral-gibbs,linear,0.21235945356962627,4,0.5,False
synthetic,2,1000,1,spectral-gibbs,xgb,0.3157249411598948,4,0.5,False
synthetic,2,1000,1,conditional,linear,0.22574068200024178,4,0.5,False
synthetic,2,1000,1,conditional,xgb,0.36315069401292877,4,0.5,False
synthetic,2,1000,1,raw+pca,xgb,0.6616382567854291,4,0.5,False
synthetic,2,1000,1,raw+spectral-gibbs,xgb,0.663658301376679,4,0.5,False
synthetic,2,1000,1,raw+conditional,xgb,0.673522157117449,4,0.5,False
synthetic,2,1000,2,raw,linear,0.43269947858243707,4,0.5,False
synthetic,2,1000,2,raw,xgb,0.6322412234660713,4,0.5,False
synthetic,2,1000,2,pca,linear,0.21780922605900188,4,0.5,False
synthetic,2,1000,2,pca,xgb,0.3321713324527137,4,0.5,False
synthetic,2,1000,2,spectral-marginal,linear,0.21771923335453136,4,0.5,False
synthetic,2,1000,2,spectral-marginal,xgb,0.32116172723535863,4,0.5,False
synthetic,2,1000,2,spectral-gibbs,linear,0.21879948007520722,4,0.5,False
synthetic,2,1000,2,spectral-gibbs,xgb,0.32347942291561194,4,0.5,False
synthetic,2,1000,2,conditional,linear,0.2449188305984279,4,0.5,False
synthetic,2,1000,2,conditional,xgb,0.3670077886045767,4,0.5,False
synthetic,2,1000,2,raw+pca,xgb,0.6502541373949299,4,0.5,False
synthetic,2,1000,2,raw+spectral-gibbs,xgb,0.6587471725760347,4,0.5,False
synthetic,2,1000,2,raw+conditional,xgb,0.6668702646047631,4,0.5,False
synthetic,2,1000,3,raw,linear,0.4313213051898195,4,0.5,False
synthetic,2,1000,3,raw,xgb,0.6354898296297609,4,0.5,False
synthetic,2,1000,3,pca,linear,0.21910769694484789,4,0.5,False
synthetic,2,1000,3,pca,xgb,0.3318971930877319,4,0.5,False
synthetic,2,1000,3,spectral-marginal,linear,0.21904594934256372,4,0.5,False
synthetic,2,1000,3,spectral-marginal,xgb,0.3172429906280668,4,0.5,False
synthetic,2,1000,3,spectral-gibbs,linear,0.2201134824283031,4,0.5,False
synthetic,2,1000,3,spectral-gibbs,xgb,0.3142629753002574,4,0.5,False
synthetic,2,1000,3,conditional,linear,0.248074005673257,4,0.5,False
synthetic,2,1000,3,conditional,xgb,0.3704061549191908,4,0.5,False
synthetic,2,1000,3,raw+pca,xgb,0.6475158688638136,4,0.5,False
synthetic,2,1000,3,raw+spectral-gibbs,xgb,0.6517785173470436,4,0.5,False
synthetic,2,1000,3,raw+conditional,xgb,0.664168924488161,4,0.5,False
synthetic,2,1000,4,raw,linear,0.4286590009091332,4,0.5,False
synthetic,2,1000,4,raw,xgb,0.6414540767893897,4,0.5,False
synthetic,2,1000,4,pca,linear,0.20989386765310625,4,0.5,False
synthetic,2,1000,4,pca,xgb,0.34128350446216804,4,0.5,False
synthetic,2,1000,4,spectral-marginal,linear,0.20985263839395008,4,0.5,False
synthetic,2,1000,4,spectral-marginal,xgb,0.33014726009790774,4,0.5,False
synthetic,2,1000,4,spectral-gibbs,linear,0.2112875693662526,4,0.5,False
synthetic,2,1000,4,spectral-gibbs,xgb,0.32921853370955856,4,0.5,False
synthetic,2,1000,4,conditional,linear,0.23486625333837285,4,0.5,False
synthetic,2,1000,4,conditional,xgb,0.36382166702115226,4,0.5,False
synthetic,2,1000,4,raw+pca,xgb,0.6458882370819853,4,0.5,False
synthetic,2,1000,4,raw+spectral-gibbs,xgb,0.6457681251828645,4,0.5,False
synthetic,2,1000,4,raw+conditional,xgb,0.6811527303924483,4,0.5,False
synthetic,0,50,0,raw,linear,0.28382370380266075,4,0.5,True
synthetic,0,50,0,raw,xgb,0.2726656315461381,4,0.5,True
synthetic,0,50,0,pca,linear,0.03222912212214257,4,0.5,True
synthetic,0,50,0,pca,xgb,-0.0822880399328223,4,0.5,True
synthetic,0,50,0,spectral-marginal,linear,0.06690460968231715,4,0.5,True
synthetic,0,50,0,spectral-marginal,xgb,0.00461065236439151,4,0.5,True
synthetic,0,50,0,spectral-gibbs,linear,0.07756749585917266,4,0.5,True
synthetic,0,50,0,spectral-gibbs,xgb,-0.051584647762092706,4,0.5,True
synthetic,0,50,0,conditional,linear,0.1178898479807805,4,0.5,True
synthetic,0,50,0,conditional,xgb,0.0682851188987833,4,0.5,True
synthetic,0,50,0,raw+pca,xgb,0.28536710305313717,4,0.5,True
synthetic,0,50,0,raw+spectral-gibbs,xgb,0.27999328378656174,4,0.5,True
synthetic,0,50,0,raw+conditional,xgb,0.25228857806244354,4,0.5,True
synthetic,0,50,1,raw,linear,0.17349740282266868,4,0.5,True
synthetic,0,50,1,raw,xgb,0.18393730456019863,4,0.5,True
synthetic,0,50,1,pca,linear,0.04786013526834709,4,0.5,True
synthetic,0,50,1,pca,xgb,0.008127917025089415,4,0.5,True
synthetic,0,50,1,spectral-marginal,linear,0.06081041933790787,4,0.5,True
synthetic,0,50,1,spectral-marginal,xgb,-0.011378348950159767,4,0.5,True
synthetic,0,50,1,spectral-gibbs,linear,0.06375991280436044,4,0.5,True
synthetic,0,50,1,spectral-gibbs,xgb,-0.03063928157131901,4,0.5,True
synthetic,0,50,1,conditional,linear,0.07320833056283294,4,0.5,True
synthetic,0,50,1,conditional,xgb,0.09260213592153499,4,0.5,True
synthetic,0,50,1,raw+pca,xgb,0.19319197095399265,4,0.5,True
synthetic,0,50,1,raw+spectral-gibbs,xgb,0.1957345943019626,4,0.5,True
synthetic,0,50,1,raw+conditional,xgb,0.24095634971352375,4,0.5,True
synthetic,0,50,2,raw,linear,0.3229697487689813,4,0.5,True
synthetic,0,50,2,raw,xgb,0.2593943411626337,4,0.5,True
synthetic,0,50,2,pca,linear,0.04298422931266155,4,0.5,True
synthetic,0,50,2,pca,xgb,-0.10659306111574796,4,0.5,True
synthetic,0,50,2,spectral-marginal,linear,0.08321930244122366,4,0.5,True
synthetic,0,50,2,spectral-marginal,xgb,-0.011549349357850236,4,0.5,True
synthetic,0,50,2,spectral-gibbs,linear,0.10274884593105404,4,0.5,True
synthetic,0,50,2,spectral-gibbs,xgb,0.060960809817784845,4,0.5,True
synthetic,0,50,2,conditional,linear,0.16077049089727435,4,0.5,True
synthetic,0,50,2,conditional,xgb,0.12389215344154747,4,0.5,True
synthetic,0,50,2,raw+pca,xgb,0.2780888898643058,4,0.5,True
synthetic,0,50,2,raw+spectral-gibbs,xgb,0.2619765075584628,4,0.5,True
synthetic,0,50,2,raw+conditional,xgb,0.27594681125548715,4,0.5,True
synthetic,0,50,3,raw,linear,0.34778574477133906,4,0.5,True
synthetic,0,50,3,raw,xgb,0.2684143295965107,4,0.5,True
synthetic,0,50,3,pca,linear,0.03898326874735403,4,0.5,True
synthetic,0,50,3,pca,xgb,-0.09871303979120438,4,0.5,True
synthetic,0,50,3,spectral-marginal,linear,0.10551416803303526,4,0.5,True
synthetic,0,50,3,spectral-marginal,xgb,0.004197970689038599,4,0.5,True
synthetic,0,50,3,spectral-gibbs,linear,0.11866145606335288,4,0.5,True
synthetic,0,50,3,spectral-gibbs,xgb,-0.0013251027540890359,4,0.5,True
synthetic,0,50,3,conditional,linear,0.15058325230875957,4,0.5,True
